File,aid,Date,(1) Evergreen Needleleaf Forests,(2) Evergreen Broadleaf Forests,(4) Deciduous Broadleaf Forests,(5) Mixed Forests,(6) Closed Shrublands,(8) Woody Savannas,(9) Savannas,(10) Grasslands,(11) Permanent Wetlands,(12) Croplands,(13) Urban and Built-up Lands,(14) Cropland/Natural Vegetation Mosaic,(16) Barren,(17) Water Bodies
LC_Type1_2018001_aid3642,aid3642,2018-01-01,,10.0,,,,25.0,,,,,,,,
LC_Type1_2018001_aid3643,aid3643,2018-01-01,,26.0,,,,21.0,,1.0,6.0,,,,,
LC_Type1_2018001_aid3644,aid3644,2018-01-01,,12.0,,,,10.0,,,,,,,,
LC_Type1_2018001_aid3645,aid3645,2018-01-01,,39.0,,,,12.0,,,6.0,,,,,2.0
LC_Type1_2018001_aid3646,aid3646,2018-01-01,,46.0,,,,55.0,,3.0,,,,,,
LC_Type1_2018001_aid3647,aid3647,2018-01-01,,36.0,,,,8.0,,,,,,,,
LC_Type1_2018001_aid3648,aid3648,2018-01-01,,12.0,,,,15.0,,,,,,,,
LC_Type1_2018001_aid3649,aid3649,2018-01-01,,2.0,,,,7.0,,1.0,,,,,,1.0
LC_Type1_2018001_aid3650,aid3650,2018-01-01,,3.0,,,,8.0,,,,,,,,
LC_Type1_2018001_aid3651,aid3651,2018-01-01,,2.0,,,,9.0,,,1.0,,,,,1.0
LC_Type1_2018001_aid3652,aid3652,2018-01-01,,1.0,,,,2.0,,,,,,,,
LC_Type1_2018001_aid3653,aid3653,2018-01-01,,2.0,,,,3.0,,,1.0,,,,,
LC_Type1_2018001_aid3654,aid3654,2018-01-01,,2.0,,,,3.0,,,,,,,,
LC_Type1_2018001_aid3655,aid3655,2018-01-01,,28.0,,,,17.0,,,,,,,,
LC_Type1_2018001_aid3656,aid3656,2018-01-01,,203.0,,,,21.0,,1.0,,,,,,
LC_Type1_2018001_aid3657,aid3657,2018-01-01,,11.0,,,,17.0,,1.0,,,,,,
LC_Type1_2018001_aid3658,aid3658,2018-01-01,,14.0,,,,18.0,,,,,,,,
LC_Type1_2018001_aid3659,aid3659,2018-01-01,,24.0,,,,3.0,,,,,,,,
LC_Type1_2018001_aid3660,aid3660,2018-01-01,,24.0,,,,42.0,,,,,,,,
LC_Type1_2018001_aid3661,aid3661,2018-01-01,,173.0,,,,26.0,,,,,,,,
LC_Type1_2018001_aid3662,aid3662,2018-01-01,,1.0,,,,5.0,,1.0,14.0,,,,,7.0
LC_Type1_2018001_aid3663,aid3663,2018-01-01,,483.0,,,,13.0,,3.0,,,,,,
LC_Type1_2018001_aid3664,aid3664,2018-01-01,,16.0,,,,41.0,,,,,,,,
LC_Type1_2018001_aid3665,aid3665,2018-01-01,,6.0,,,,,,,13.0,,,,,1.0
LC_Type1_2018001_aid3666,aid3666,2018-01-01,,,,,,,,,2.0,,,,,1.0
LC_Type1_2018001_aid3667,aid3667,2018-01-01,,,,,,,,,3.0,,,,,2.0
LC_Type1_2018001_aid3668,aid3668,2018-01-01,,1.0,,,,,,,10.0,,,,,3.0
LC_Type1_2018001_aid3669,aid3669,2018-01-01,,,,,,36.0,,1.0,,,,2.0,,
LC_Type1_2018001_aid3670,aid3670,2018-01-01,,1.0,,,,,,1.0,9.0,,,,,2.0
LC_Type1_2018001_aid3671,aid3671,2018-01-01,,108.0,,,,17.0,,,,,,,,
LC_Type1_2018001_aid3672,aid3672,2018-01-01,,3.0,,,,4.0,,,,,,,,
LC_Type1_2018001_aid3673,aid3673,2018-01-01,,6.0,,,,1.0,,2.0,1.0,1.0,,,,
LC_Type1_2018001_aid3674,aid3674,2018-01-01,,,,,,5.0,,2.0,,1.0,,4.0,,
LC_Type1_2018001_aid3675,aid3675,2018-01-01,,,,,,12.0,,,,,,,,
LC_Type1_2018001_aid3676,aid3676,2018-01-01,,,,,,40.0,,5.0,,,,,,
LC_Type1_2018001_aid3677,aid3677,2018-01-01,,,,,,64.0,,8.0,,,,,,
LC_Type1_2018001_aid3678,aid3678,2018-01-01,,7.0,,,,7.0,,1.0,4.0,1.0,,3.0,,
LC_Type1_2018001_aid3679,aid3679,2018-01-01,,,,,,48.0,,1.0,,,,,,
LC_Type1_2018001_aid3680,aid3680,2018-01-01,,,,,,45.0,,10.0,,,,,,
LC_Type1_2018001_aid3681,aid3681,2018-01-01,,4.0,,,,,,5.0,,,,,,
LC_Type1_2018001_aid3682,aid3682,2018-01-01,,113.0,,,,17.0,,,,,,,,
LC_Type1_2018001_aid3683,aid3683,2018-01-01,,,,,,,,4.0,,1.0,,2.0,,
LC_Type1_2018001_aid3684,aid3684,2018-01-01,,4.0,,,,2.0,,,5.0,,,,,1.0
LC_Type1_2018001_aid3685,aid3685,2018-01-01,,,,,,20.0,,2.0,,,,,,
LC_Type1_2018001_aid3686,aid3686,2018-01-01,,,,,,31.0,,,,,,1.0,,
LC_Type1_2018001_aid3687,aid3687,2018-01-01,,,,,,103.0,,12.0,,,,,,
LC_Type1_2018001_aid3688,aid3688,2018-01-01,,,,,,,,,2.0,,,,,1.0
LC_Type1_2018001_aid3689,aid3689,2018-01-01,,,,,,1.0,,,,,,7.0,,
LC_Type1_2018001_aid3690,aid3690,2018-01-01,,7.0,,,,5.0,,4.0,,,,8.0,,
LC_Type1_2018001_aid3691,aid3691,2018-01-01,,,,,,15.0,,2.0,,1.0,,16.0,,
LC_Type1_2018001_aid3692,aid3692,2018-01-01,,1.0,,,,36.0,,,,,,,,
LC_Type1_2018001_aid3693,aid3693,2018-01-01,,,,,,31.0,,,,,,11.0,,
LC_Type1_2018001_aid3694,aid3694,2018-01-01,,1.0,,,,2.0,,1.0,,,,11.0,,
LC_Type1_2018001_aid3695,aid3695,2018-01-01,,1.0,,,,3.0,,2.0,,,,18.0,,
LC_Type1_2018001_aid3696,aid3696,2018-01-01,,137.0,,,,73.0,,3.0,,,,,,
LC_Type1_2018001_aid3697,aid3697,2018-01-01,,,,,,21.0,,6.0,,,,,,
LC_Type1_2018001_aid3698,aid3698,2018-01-01,,,,,,14.0,,1.0,,,,,,
LC_Type1_2018001_aid3699,aid3699,2018-01-01,,70.0,,,,59.0,,1.0,,,,,,
LC_Type1_2018001_aid3700,aid3700,2018-01-01,,,,,,31.0,,3.0,,,,2.0,,
LC_Type1_2018001_aid3701,aid3701,2018-01-01,,,,,,4.0,,2.0,,,,6.0,,
LC_Type1_2018001_aid3702,aid3702,2018-01-01,,4.0,,,,36.0,,,,,,,,
LC_Type1_2018001_aid3703,aid3703,2018-01-01,,,,,,,,1.0,,,,12.0,,
LC_Type1_2018001_aid3704,aid3704,2018-01-01,,25.0,,,,69.0,,8.0,,,,,,
LC_Type1_2018001_aid3705,aid3705,2018-01-01,,,,,,27.0,,1.0,,,,,,
LC_Type1_2018001_aid3706,aid3706,2018-01-01,,,,,,,,,,1.0,,11.0,,
LC_Type1_2018001_aid3707,aid3707,2018-01-01,,,,,,15.0,,1.0,,,,,,
LC_Type1_2018001_aid3708,aid3708,2018-01-01,,,,,,28.0,,,,,,,,
LC_Type1_2018001_aid3709,aid3709,2018-01-01,,,,,,14.0,,,,,,,,
LC_Type1_2018001_aid3710,aid3710,2018-01-01,,,,,,,,4.0,,4.0,,8.0,,
LC_Type1_2018001_aid3711,aid3711,2018-01-01,,4.0,,,,60.0,,10.0,,,,2.0,,
LC_Type1_2018001_aid3712,aid3712,2018-01-01,,6.0,,,,33.0,,,,,,,,
LC_Type1_2018001_aid3713,aid3713,2018-01-01,,20.0,,,,30.0,,4.0,,,,,,
LC_Type1_2018001_aid3714,aid3714,2018-01-01,,4.0,,,,22.0,,8.0,,,,,,
LC_Type1_2018001_aid3715,aid3715,2018-01-01,,21.0,,,,59.0,,20.0,,,,,,
LC_Type1_2018001_aid3716,aid3716,2018-01-01,,6.0,,,,78.0,,10.0,,,,,,
LC_Type1_2018001_aid3717,aid3717,2018-01-01,,291.0,,,,24.0,,2.0,,,,,,
LC_Type1_2018001_aid3718,aid3718,2018-01-01,,16.0,,,,32.0,,6.0,,,,,,
LC_Type1_2018001_aid3719,aid3719,2018-01-01,,143.0,,,,10.0,,,,,,,,
LC_Type1_2018001_aid3720,aid3720,2018-01-01,,101.0,,,,7.0,,,,,,,,
LC_Type1_2018001_aid3721,aid3721,2018-01-01,,100.0,,,,26.0,,4.0,,,,,,
LC_Type1_2018001_aid3722,aid3722,2018-01-01,,108.0,,,,135.0,,18.0,,,,,,
LC_Type1_2018001_aid3723,aid3723,2018-01-01,,,,,,8.0,,,,,,,,
LC_Type1_2018001_aid3724,aid3724,2018-01-01,,2.0,,,,,,,17.0,,,,,4.0
LC_Type1_2018001_aid3725,aid3725,2018-01-01,,2.0,,,,,,,10.0,,,,,
LC_Type1_2018001_aid3726,aid3726,2018-01-01,,5.0,,,,1.0,,6.0,8.0,,,,,
LC_Type1_2018001_aid3727,aid3727,2018-01-01,,3.0,,,,1.0,,1.0,1.0,,,,,
LC_Type1_2018001_aid3728,aid3728,2018-01-01,,1.0,,,,2.0,,1.0,,,,,,
LC_Type1_2018001_aid3729,aid3729,2018-01-01,,1.0,,,,,,,14.0,,,,,1.0
LC_Type1_2018001_aid3730,aid3730,2018-01-01,,,,,,,,,2.0,,,,,1.0
LC_Type1_2018001_aid3731,aid3731,2018-01-01,,,,,,,,,6.0,,,,,3.0
LC_Type1_2018001_aid3732,aid3732,2018-01-01,,,,,,8.0,,3.0,1.0,,,,,
LC_Type1_2018001_aid3733,aid3733,2018-01-01,,3.0,,,,,,,9.0,,,,,2.0
LC_Type1_2018001_aid3734,aid3734,2018-01-01,,,,,,,,,13.0,,,,,
LC_Type1_2018001_aid3735,aid3735,2018-01-01,,,,,,,,,,,,,,1.0
LC_Type1_2018001_aid3736,aid3736,2018-01-01,,,,,,,,,3.0,,,,,1.0
LC_Type1_2018001_aid3737,aid3737,2018-01-01,,5.0,,,,13.0,,2.0,,,,,,
LC_Type1_2018001_aid3738,aid3738,2018-01-01,,10.0,,,,1.0,,1.0,,,,,,
LC_Type1_2018001_aid3739,aid3739,2018-01-01,,9.0,,,,24.0,,2.0,,,,,,
LC_Type1_2018001_aid3740,aid3740,2018-01-01,,14.0,,,,4.0,,2.0,,,,,,
LC_Type1_2018001_aid3741,aid3741,2018-01-01,,12.0,,,,14.0,,8.0,4.0,,,,,
LC_Type1_2018001_aid3742,aid3742,2018-01-01,,25.0,,,,31.0,,4.0,,,,,,
LC_Type1_2018001_aid3743,aid3743,2018-01-01,,19.0,,,,6.0,,2.0,3.0,,,,,2.0
LC_Type1_2018001_aid3744,aid3744,2018-01-01,,,,,,4.0,,6.0,,,,,,
LC_Type1_2018001_aid3745,aid3745,2018-01-01,,1.0,,,,12.0,,2.0,,,,,,
LC_Type1_2018001_aid3746,aid3746,2018-01-01,,4.0,,,,14.0,,,,,,,,
LC_Type1_2018001_aid3747,aid3747,2018-01-01,,10.0,,,,2.0,,,,,,,,
LC_Type1_2018001_aid3748,aid3748,2018-01-01,,20.0,,,,2.0,,1.0,,,,,,
LC_Type1_2018001_aid3749,aid3749,2018-01-01,,6.0,,,,3.0,1.0,,1.0,,,,,1.0
LC_Type1_2018001_aid3750,aid3750,2018-01-01,,1.0,,,,21.0,,1.0,,,,,,
LC_Type1_2018001_aid3751,aid3751,2018-01-01,,9.0,,,,20.0,,,,,,,,
LC_Type1_2018001_aid3752,aid3752,2018-01-01,,28.0,,,,10.0,,,,,,,,
LC_Type1_2018001_aid3753,aid3753,2018-01-01,,6.0,,,,9.0,,,,,,,,
LC_Type1_2018001_aid3754,aid3754,2018-01-01,,10.0,,,,3.0,,5.0,6.0,,,,,
LC_Type1_2018001_aid3755,aid3755,2018-01-01,,10.0,,,,12.0,,2.0,,,,,,
LC_Type1_2018001_aid3756,aid3756,2018-01-01,,9.0,,,,7.0,,5.0,11.0,,,,,2.0
LC_Type1_2018001_aid3757,aid3757,2018-01-01,,7.0,,,,35.0,,,,,,,,
LC_Type1_2018001_aid3758,aid3758,2018-01-01,,3.0,,,,3.0,,,2.0,,,,,
LC_Type1_2018001_aid3759,aid3759,2018-01-01,,24.0,,,,3.0,,,,,,,,
LC_Type1_2018001_aid3760,aid3760,2018-01-01,,4.0,,,,23.0,,4.0,,,,,,
LC_Type1_2018001_aid3761,aid3761,2018-01-01,,9.0,,,,15.0,,1.0,,,,,,
LC_Type1_2018001_aid3762,aid3762,2018-01-01,,2.0,,,,5.0,1.0,2.0,1.0,,,,,1.0
LC_Type1_2018001_aid3763,aid3763,2018-01-01,,52.0,,,,20.0,,2.0,,,,,,
LC_Type1_2018001_aid3764,aid3764,2018-01-01,,,,,,,,,21.0,,,,,2.0
LC_Type1_2018001_aid3765,aid3765,2018-01-01,,15.0,,,,1.0,,3.0,24.0,,,,,
LC_Type1_2018001_aid3766,aid3766,2018-01-01,,15.0,,,,,,2.0,2.0,,,,,
LC_Type1_2018001_aid3767,aid3767,2018-01-01,,,,,,,,,34.0,,,,,2.0
LC_Type1_2018001_aid3768,aid3768,2018-01-01,,5.0,,,,11.0,,1.0,,,,,,
LC_Type1_2018001_aid3769,aid3769,2018-01-01,,16.0,,,,9.0,,1.0,,,,,,
LC_Type1_2018001_aid3770,aid3770,2018-01-01,,9.0,,,,20.0,,2.0,,,,,,
LC_Type1_2018001_aid3771,aid3771,2018-01-01,,1.0,,,,2.0,,4.0,14.0,,,,,1.0
LC_Type1_2018001_aid3772,aid3772,2018-01-01,,2.0,,,,,,,9.0,,,,,4.0
LC_Type1_2018001_aid3773,aid3773,2018-01-01,,6.0,,,,11.0,,1.0,4.0,,,,,2.0
LC_Type1_2018001_aid3774,aid3774,2018-01-01,,8.0,,,,67.0,1.0,35.0,,,,1.0,,
LC_Type1_2018001_aid3775,aid3775,2018-01-01,,3.0,,,,,,,10.0,,,,,
LC_Type1_2018001_aid3776,aid3776,2018-01-01,,8.0,,,,69.0,,1.0,4.0,,,,,1.0
LC_Type1_2018001_aid3777,aid3777,2018-01-01,,,,,,52.0,,2.0,,,,2.0,,
LC_Type1_2018001_aid3778,aid3778,2018-01-01,,7.0,,,,13.0,1.0,18.0,2.0,,,,,1.0
LC_Type1_2018001_aid3779,aid3779,2018-01-01,,1.0,,,,2.0,1.0,2.0,10.0,,,,,2.0
LC_Type1_2018001_aid3780,aid3780,2018-01-01,,,,,,51.0,1.0,5.0,,,,,,
LC_Type1_2018001_aid3781,aid3781,2018-01-01,,11.0,,,,,,,10.0,,,,,11.0
LC_Type1_2018001_aid3782,aid3782,2018-01-01,,,,,,5.0,,10.0,,,,1.0,,
LC_Type1_2018001_aid3783,aid3783,2018-01-01,,6.0,,,,,,,20.0,,,,,8.0
LC_Type1_2018001_aid3784,aid3784,2018-01-01,,1.0,,,,25.0,1.0,3.0,,,,,,
LC_Type1_2018001_aid3785,aid3785,2018-01-01,,7.0,,,,20.0,2.0,10.0,6.0,,,1.0,,5.0
LC_Type1_2018001_aid3786,aid3786,2018-01-01,,7.0,,,,,,,5.0,,,,,2.0
LC_Type1_2018001_aid3787,aid3787,2018-01-01,,5.0,,,,42.0,,5.0,,,,,,
LC_Type1_2018001_aid3788,aid3788,2018-01-01,,47.0,,,,6.0,,1.0,24.0,,,,,5.0
LC_Type1_2018001_aid3789,aid3789,2018-01-01,,36.0,,,,5.0,,,6.0,,,,,2.0
LC_Type1_2018001_aid3790,aid3790,2018-01-01,,6.0,,,,,,,14.0,,,,,4.0
LC_Type1_2018001_aid3791,aid3791,2018-01-01,,6.0,,,,54.0,,2.0,13.0,,,,,
LC_Type1_2018001_aid3792,aid3792,2018-01-01,,,,,,11.0,4.0,8.0,,,,,,
LC_Type1_2018001_aid3793,aid3793,2018-01-01,,,,,,36.0,,2.0,,,,,,
LC_Type1_2018001_aid3794,aid3794,2018-01-01,,16.0,,,,7.0,,2.0,8.0,,,,,
LC_Type1_2018001_aid3795,aid3795,2018-01-01,,2.0,,,,81.0,,7.0,,,,,,
LC_Type1_2018001_aid3796,aid3796,2018-01-01,,,,,,14.0,2.0,8.0,,,,1.0,,
LC_Type1_2018001_aid3797,aid3797,2018-01-01,,2.0,,,,3.0,1.0,,5.0,,,,,1.0
LC_Type1_2018001_aid3798,aid3798,2018-01-01,,11.0,,,,2.0,,2.0,6.0,,,,,1.0
LC_Type1_2018001_aid3799,aid3799,2018-01-01,,,,,,124.0,,10.0,,,,,,
LC_Type1_2018001_aid3800,aid3800,2018-01-01,,,,,,113.0,,7.0,,,,2.0,,
LC_Type1_2018001_aid3801,aid3801,2018-01-01,,2.0,,,,13.0,,1.0,,,,,,3.0
LC_Type1_2018001_aid3802,aid3802,2018-01-01,,9.0,,,,86.0,,,4.0,,,,,
LC_Type1_2018001_aid3803,aid3803,2018-01-01,,1.0,,,,39.0,2.0,1.0,1.0,,,,,6.0
LC_Type1_2018001_aid3804,aid3804,2018-01-01,,,,,,13.0,1.0,4.0,,,,,,
LC_Type1_2018001_aid3805,aid3805,2018-01-01,,7.0,,,,21.0,2.0,12.0,8.0,,,,,4.0
LC_Type1_2018001_aid3806,aid3806,2018-01-01,,7.0,,,,7.0,,,4.0,,,,,2.0
LC_Type1_2018001_aid3807,aid3807,2018-01-01,,17.0,,,,,,,8.0,,,,,
LC_Type1_2018001_aid3808,aid3808,2018-01-01,,1.0,,,,33.0,,2.0,,,,,,
LC_Type1_2018001_aid3809,aid3809,2018-01-01,,,,,,30.0,,,,,,,,
LC_Type1_2018001_aid3810,aid3810,2018-01-01,,,,,,20.0,,,,,,,,
LC_Type1_2018001_aid3811,aid3811,2018-01-01,,2.0,,,,,,,8.0,,,,,3.0
LC_Type1_2018001_aid3812,aid3812,2018-01-01,,9.0,,,,2.0,,,5.0,,,,,3.0
LC_Type1_2018001_aid3813,aid3813,2018-01-01,,4.0,,,,,,,15.0,,,,,5.0
LC_Type1_2018001_aid3814,aid3814,2018-01-01,,5.0,,,,5.0,,,23.0,,,,,4.0
LC_Type1_2018001_aid3815,aid3815,2018-01-01,1.0,3.0,,,,1.0,,,11.0,,,,,1.0
LC_Type1_2018001_aid3816,aid3816,2018-01-01,,,,,,,,,8.0,,,,,5.0
LC_Type1_2018001_aid3817,aid3817,2018-01-01,,5.0,,,,,,,18.0,,,,,2.0
LC_Type1_2018001_aid3818,aid3818,2018-01-01,,12.0,,,,4.0,,,6.0,,,,,3.0
LC_Type1_2018001_aid3819,aid3819,2018-01-01,,1.0,,,,,,,9.0,,,,,
LC_Type1_2018001_aid3820,aid3820,2018-01-01,,2.0,,,,,,,9.0,,,,,
LC_Type1_2018001_aid3821,aid3821,2018-01-01,,,,,,,,,10.0,,,,,3.0
LC_Type1_2018001_aid3822,aid3822,2018-01-01,,1.0,,,,,,,12.0,,,,,1.0
LC_Type1_2018001_aid3823,aid3823,2018-01-01,,5.0,,,,,,,11.0,,,,,5.0
LC_Type1_2018001_aid3824,aid3824,2018-01-01,,6.0,,,,5.0,1.0,,10.0,,,,,2.0
LC_Type1_2018001_aid3825,aid3825,2018-01-01,,3.0,,,,1.0,,,7.0,,,,,1.0
LC_Type1_2018001_aid3826,aid3826,2018-01-01,,7.0,,,,,,,12.0,,,,,1.0
LC_Type1_2018001_aid3827,aid3827,2018-01-01,,5.0,,,,,,1.0,13.0,,,,,1.0
LC_Type1_2018001_aid3828,aid3828,2018-01-01,,4.0,,,,4.0,1.0,,9.0,,,,,3.0
LC_Type1_2018001_aid3829,aid3829,2018-01-01,,7.0,,,,3.0,2.0,,11.0,,,,,
LC_Type1_2018001_aid3830,aid3830,2018-01-01,,9.0,,,,2.0,,,9.0,,,,,7.0
LC_Type1_2018001_aid3831,aid3831,2018-01-01,,1.0,,,,,,,4.0,,,,,2.0
LC_Type1_2018001_aid3832,aid3832,2018-01-01,,1.0,,,,4.0,,3.0,16.0,,,,,7.0
LC_Type1_2018001_aid3833,aid3833,2018-01-01,,5.0,,,,,1.0,1.0,6.0,,,,,3.0
LC_Type1_2018001_aid3834,aid3834,2018-01-01,,2.0,,,,6.0,,,4.0,,,,,1.0
LC_Type1_2018001_aid3835,aid3835,2018-01-01,,2.0,,,,2.0,,,9.0,,,,,1.0
LC_Type1_2018001_aid3836,aid3836,2018-01-01,,,,,,,1.0,,8.0,,,,,4.0
LC_Type1_2018001_aid3837,aid3837,2018-01-01,,3.0,,,,2.0,,,5.0,,,,,2.0
LC_Type1_2018001_aid3838,aid3838,2018-01-01,,4.0,,,,4.0,,,2.0,,,,,2.0
LC_Type1_2018001_aid3839,aid3839,2018-01-01,,7.0,,,,7.0,,,3.0,,,,,1.0
LC_Type1_2018001_aid3840,aid3840,2018-01-01,,24.0,,,,3.0,,,6.0,,,,,7.0
LC_Type1_2018001_aid3841,aid3841,2018-01-01,,6.0,,,,3.0,,1.0,3.0,,,,,5.0
LC_Type1_2018001_aid3842,aid3842,2018-01-01,,5.0,,,,1.0,,,2.0,,,,,2.0
LC_Type1_2018001_aid3843,aid3843,2018-01-01,,25.0,,,,4.0,,,2.0,,,,,2.0
LC_Type1_2018001_aid3844,aid3844,2018-01-01,,8.0,,,,7.0,,,3.0,,,,,2.0
LC_Type1_2018001_aid3845,aid3845,2018-01-01,,13.0,,,,2.0,,,1.0,,,,,2.0
LC_Type1_2018001_aid3846,aid3846,2018-01-01,,3.0,,,,,,,1.0,,,,,11.0
LC_Type1_2018001_aid3847,aid3847,2018-01-01,,20.0,,,,6.0,,1.0,2.0,,,,,3.0
LC_Type1_2018001_aid3848,aid3848,2018-01-01,1.0,4.0,,,,,,,3.0,,,,,3.0
LC_Type1_2018001_aid3849,aid3849,2018-01-01,,,,,,,,,5.0,,,,,2.0
LC_Type1_2018001_aid3850,aid3850,2018-01-01,,1.0,,,,28.0,,,,,,,,
LC_Type1_2018001_aid3851,aid3851,2018-01-01,,14.0,,,,6.0,,1.0,1.0,,,,,
LC_Type1_2018001_aid3852,aid3852,2018-01-01,,8.0,,,,9.0,,,1.0,,,,,
LC_Type1_2018001_aid3853,aid3853,2018-01-01,,8.0,,,,19.0,,3.0,,,,2.0,,
LC_Type1_2018001_aid3854,aid3854,2018-01-01,,3.0,,,,5.0,,,3.0,,,,,
LC_Type1_2018001_aid3855,aid3855,2018-01-01,,,,,,,,,6.0,,,,,1.0
LC_Type1_2018001_aid3856,aid3856,2018-01-01,,6.0,,,,17.0,,2.0,3.0,,,,,
LC_Type1_2018001_aid3857,aid3857,2018-01-01,,1.0,,,,,,,3.0,,,,,4.0
LC_Type1_2018001_aid3858,aid3858,2018-01-01,,2.0,,,,,,,11.0,,,,,5.0
LC_Type1_2018001_aid3859,aid3859,2018-01-01,,6.0,,,,,,,7.0,,,,,2.0
LC_Type1_2018001_aid3860,aid3860,2018-01-01,,7.0,,,,7.0,,,4.0,,,,,
LC_Type1_2018001_aid3861,aid3861,2018-01-01,,,,,,,,,4.0,,,,,4.0
LC_Type1_2018001_aid3862,aid3862,2018-01-01,,2.0,,,,,,,7.0,,,,,4.0
LC_Type1_2018001_aid3863,aid3863,2018-01-01,,8.0,,,,4.0,,,9.0,,,,,3.0
LC_Type1_2018001_aid3864,aid3864,2018-01-01,,16.0,,,,18.0,,1.0,,,,,,
LC_Type1_2018001_aid3865,aid3865,2018-01-01,,5.0,,,,11.0,,1.0,25.0,,,,,10.0
LC_Type1_2018001_aid3866,aid3866,2018-01-01,,12.0,,,,10.0,,1.0,4.0,,,,,2.0
LC_Type1_2018001_aid3867,aid3867,2018-01-01,,10.0,,,,,,,4.0,,,,,
LC_Type1_2018001_aid3868,aid3868,2018-01-01,,1.0,,,,1.0,,,9.0,,,,,2.0
LC_Type1_2018001_aid3869,aid3869,2018-01-01,,,,,,,,,7.0,,,,,3.0
LC_Type1_2018001_aid3870,aid3870,2018-01-01,,,,,,,,,3.0,,,,,8.0
LC_Type1_2018001_aid3871,aid3871,2018-01-01,,9.0,,,,12.0,,,5.0,,,,,5.0
LC_Type1_2018001_aid3872,aid3872,2018-01-01,,8.0,,,,13.0,,,6.0,,,,,6.0
LC_Type1_2018001_aid3873,aid3873,2018-01-01,,7.0,,,,8.0,,,7.0,,,,,2.0
LC_Type1_2018001_aid3874,aid3874,2018-01-01,,,,,,20.0,,,,,,,,
LC_Type1_2018001_aid3875,aid3875,2018-01-01,,,,,,,,,6.0,,,,,3.0
LC_Type1_2018001_aid3876,aid3876,2018-01-01,,1.0,,,,,,,3.0,,,,,4.0
LC_Type1_2018001_aid3877,aid3877,2018-01-01,,35.0,,,,14.0,,2.0,,,,,,
LC_Type1_2018001_aid3878,aid3878,2018-01-01,,8.0,,,,,,,12.0,,,,,3.0
LC_Type1_2018001_aid3879,aid3879,2018-01-01,,2.0,,,,,,,2.0,,,,,1.0
LC_Type1_2018001_aid3880,aid3880,2018-01-01,,,,,,15.0,,3.0,,,,,,
LC_Type1_2018001_aid3881,aid3881,2018-01-01,,,,,,,,,2.0,,,,,5.0
LC_Type1_2018001_aid3882,aid3882,2018-01-01,,12.0,,,,5.0,,,4.0,,,,,
LC_Type1_2018001_aid3883,aid3883,2018-01-01,,,,,,1.0,,,3.0,,5.0,,,1.0
LC_Type1_2018001_aid3884,aid3884,2018-01-01,,,,,,4.0,,2.0,2.0,,,,,2.0
LC_Type1_2018001_aid3885,aid3885,2018-01-01,,2.0,,,,20.0,,9.0,,,,1.0,,
LC_Type1_2018001_aid3886,aid3886,2018-01-01,,,,,,,,,2.0,,,,,
LC_Type1_2018001_aid3887,aid3887,2018-01-01,,,,,,,1.0,,2.0,,,1.0,,
LC_Type1_2018001_aid3888,aid3888,2018-01-01,,,,,,6.0,,,3.0,,7.0,,,1.0
LC_Type1_2018001_aid3889,aid3889,2018-01-01,,5.0,,,,11.0,1.0,1.0,15.0,,,,,2.0
LC_Type1_2018001_aid3890,aid3890,2018-01-01,,,,,,7.0,,2.0,1.0,,,,,
LC_Type1_2018001_aid3891,aid3891,2018-01-01,,,,,,1.0,1.0,,4.0,,2.0,,,2.0
LC_Type1_2018001_aid3892,aid3892,2018-01-01,,,,,,35.0,,2.0,,,,,,
LC_Type1_2018001_aid3893,aid3893,2018-01-01,,15.0,,,,13.0,,1.0,10.0,,,,,1.0
LC_Type1_2018001_aid3894,aid3894,2018-01-01,,10.0,,,,30.0,,1.0,,,,,,
LC_Type1_2018001_aid3895,aid3895,2018-01-01,,23.0,,,,7.0,,3.0,7.0,,,,,4.0
LC_Type1_2018001_aid3896,aid3896,2018-01-01,,5.0,,,,,,8.0,,1.0,,3.0,,
LC_Type1_2018001_aid3897,aid3897,2018-01-01,,12.0,,,,,,4.0,11.0,,,,,4.0
LC_Type1_2018001_aid3898,aid3898,2018-01-01,,8.0,,,,4.0,,,3.0,,,,,1.0
LC_Type1_2018001_aid3899,aid3899,2018-01-01,,8.0,,,,24.0,,1.0,,,,,,
LC_Type1_2018001_aid3900,aid3900,2018-01-01,,2.0,,,,1.0,,3.0,6.0,,,,,2.0
LC_Type1_2018001_aid3901,aid3901,2018-01-01,,,,,,4.0,1.0,,,,,,,
LC_Type1_2018001_aid3902,aid3902,2018-01-01,,,,,,7.0,1.0,,1.0,,,1.0,,
LC_Type1_2018001_aid3903,aid3903,2018-01-01,,,,,,21.0,,3.0,,,,,,
LC_Type1_2018001_aid3904,aid3904,2018-01-01,,7.0,,,,11.0,,1.0,8.0,,,,,1.0
LC_Type1_2018001_aid3905,aid3905,2018-01-01,,,,,,1.0,2.0,,1.0,,,,,
LC_Type1_2018001_aid3906,aid3906,2018-01-01,,,,,,9.0,,2.0,5.0,,,,,
LC_Type1_2018001_aid3907,aid3907,2018-01-01,,,,,,,,,3.0,,,,,2.0
LC_Type1_2018001_aid3908,aid3908,2018-01-01,,,,,,7.0,,,5.0,,,,,3.0
LC_Type1_2018001_aid3909,aid3909,2018-01-01,,,,,,8.0,,2.0,4.0,,,,,1.0
