File,aid,Date,(1) Evergreen Needleleaf Forests,(2) Evergreen Broadleaf Forests,(4) Deciduous Broadleaf Forests,(5) Mixed Forests,(8) Woody Savannas,(9) Savannas,(10) Grasslands,(11) Permanent Wetlands,(12) Croplands,(13) Urban and Built-up Lands,(14) Cropland/Natural Vegetation Mosaic,(16) Barren,(17) Water Bodies
LC_Type1_2018001_aid1062,aid1062,2018-01-01,,75.0,1.0,,76.0,,31.0,3.0,,,,,12.0
LC_Type1_2018001_aid1063,aid1063,2018-01-01,,5.0,,,22.0,,8.0,11.0,,,,,7.0
LC_Type1_2018001_aid1064,aid1064,2018-01-01,,28.0,,,27.0,,,1.0,,,,,2.0
LC_Type1_2018001_aid1065,aid1065,2018-01-01,,13.0,,,35.0,1.0,,,,,1.0,,
LC_Type1_2018001_aid1066,aid1066,2018-01-01,,,,,17.0,1.0,,1.0,,,1.0,,4.0
LC_Type1_2018001_aid1067,aid1067,2018-01-01,,60.0,,,46.0,4.0,12.0,,,,,,4.0
LC_Type1_2018001_aid1068,aid1068,2018-01-01,,1.0,,,70.0,,1.0,,,,,,
LC_Type1_2018001_aid1069,aid1069,2018-01-01,,5.0,,,5.0,,35.0,,20.0,,,,
LC_Type1_2018001_aid1070,aid1070,2018-01-01,,2.0,,,49.0,,4.0,,,,,,
LC_Type1_2018001_aid1071,aid1071,2018-01-01,,9.0,,,,,24.0,5.0,23.0,,,,4.0
LC_Type1_2018001_aid1072,aid1072,2018-01-01,,10.0,,,49.0,,11.0,,,,,,
LC_Type1_2018001_aid1073,aid1073,2018-01-01,,6.0,,,11.0,,5.0,,,,,,
LC_Type1_2018001_aid1074,aid1074,2018-01-01,,1.0,,,47.0,,1.0,,,,,,
LC_Type1_2018001_aid1075,aid1075,2018-01-01,,33.0,,,2.0,,2.0,,,,,,
LC_Type1_2018001_aid1076,aid1076,2018-01-01,,9.0,,,18.0,,7.0,,,,,,
LC_Type1_2018001_aid1077,aid1077,2018-01-01,,2.0,,,6.0,1.0,22.0,6.0,8.0,,,,4.0
LC_Type1_2018001_aid1078,aid1078,2018-01-01,,35.0,,,4.0,,,6.0,,,,,1.0
LC_Type1_2018001_aid1079,aid1079,2018-01-01,,40.0,,,10.0,,3.0,10.0,,,,,2.0
LC_Type1_2018001_aid1080,aid1080,2018-01-01,,6.0,,,53.0,,2.0,,,,,,
LC_Type1_2018001_aid1081,aid1081,2018-01-01,,12.0,,,38.0,,,,,,,,
LC_Type1_2018001_aid1082,aid1082,2018-01-01,,661.0,,,311.0,,5.0,,,,,,
LC_Type1_2018001_aid1083,aid1083,2018-01-01,,2.0,,,34.0,,,,,,,,
LC_Type1_2018001_aid1084,aid1084,2018-01-01,,4.0,,,29.0,,5.0,,,,1.0,,
LC_Type1_2018001_aid1085,aid1085,2018-01-01,,26.0,,,15.0,1.0,10.0,8.0,1.0,5.0,1.0,,6.0
LC_Type1_2018001_aid1086,aid1086,2018-01-01,,2.0,,,22.0,,,,,,,,
LC_Type1_2018001_aid1087,aid1087,2018-01-01,,8.0,,,48.0,1.0,,,,,2.0,,
LC_Type1_2018001_aid1088,aid1088,2018-01-01,,4.0,,,64.0,2.0,,,,,1.0,,
LC_Type1_2018001_aid1089,aid1089,2018-01-01,,58.0,,,89.0,,,,,,,,
LC_Type1_2018001_aid1090,aid1090,2018-01-01,,24.0,,,47.0,,,,,,,,
LC_Type1_2018001_aid1091,aid1091,2018-01-01,,29.0,,,20.0,,,,,,,,
LC_Type1_2018001_aid1092,aid1092,2018-01-01,,36.0,,,17.0,,4.0,3.0,,,,,7.0
LC_Type1_2018001_aid1093,aid1093,2018-01-01,,72.0,,,50.0,,,3.0,,,,,2.0
LC_Type1_2018001_aid1094,aid1094,2018-01-01,,12.0,,,128.0,4.0,1.0,,,,13.0,,
LC_Type1_2018001_aid1095,aid1095,2018-01-01,,78.0,,,23.0,,,,,,,,
LC_Type1_2018001_aid1096,aid1096,2018-01-01,,101.0,,,194.0,1.0,1.0,9.0,,,3.0,,5.0
LC_Type1_2018001_aid1097,aid1097,2018-01-01,,30.0,,,49.0,,,,,,,,
LC_Type1_2018001_aid1098,aid1098,2018-01-01,,5.0,,,30.0,,,,,,1.0,,
LC_Type1_2018001_aid1099,aid1099,2018-01-01,,9.0,,,103.0,1.0,,,,,,,
LC_Type1_2018001_aid1100,aid1100,2018-01-01,,16.0,,,6.0,,,,,,,,
LC_Type1_2018001_aid1101,aid1101,2018-01-01,,301.0,,,248.0,,,,,,1.0,,
LC_Type1_2018001_aid1102,aid1102,2018-01-01,,238.0,,,216.0,,,,,,,,
LC_Type1_2018001_aid1103,aid1103,2018-01-01,,6.0,,,26.0,,,,,,,,
LC_Type1_2018001_aid1104,aid1104,2018-01-01,,66.0,,,20.0,,1.0,14.0,,,,,9.0
LC_Type1_2018001_aid1105,aid1105,2018-01-01,,14.0,,,7.0,,,1.0,,,,,4.0
LC_Type1_2018001_aid1106,aid1106,2018-01-01,,63.0,,,50.0,2.0,5.0,7.0,,,3.0,,3.0
LC_Type1_2018001_aid1107,aid1107,2018-01-01,,10.0,,,41.0,,7.0,22.0,,,,,14.0
LC_Type1_2018001_aid1108,aid1108,2018-01-01,,32.0,,,61.0,,,27.0,,,,,20.0
LC_Type1_2018001_aid1109,aid1109,2018-01-01,,6.0,,,81.0,,,,,,,,
LC_Type1_2018001_aid1110,aid1110,2018-01-01,1.0,379.0,,,39.0,,1.0,19.0,,,,,19.0
LC_Type1_2018001_aid1111,aid1111,2018-01-01,,1.0,,,37.0,,,,,,,,
LC_Type1_2018001_aid1112,aid1112,2018-01-01,,25.0,,,359.0,,6.0,,,,,,
LC_Type1_2018001_aid1113,aid1113,2018-01-01,,6.0,,,122.0,3.0,30.0,45.0,11.0,29.0,,,24.0
LC_Type1_2018001_aid1114,aid1114,2018-01-01,,3.0,,,153.0,,,,,,,,
LC_Type1_2018001_aid1115,aid1115,2018-01-01,,46.0,,,126.0,,1.0,2.0,,,,,1.0
LC_Type1_2018001_aid1116,aid1116,2018-01-01,,9.0,,,216.0,,7.0,1.0,,,,,7.0
LC_Type1_2018001_aid1117,aid1117,2018-01-01,,12.0,,,71.0,,,,,,,,
LC_Type1_2018001_aid1118,aid1118,2018-01-01,,54.0,,,125.0,,4.0,,,,,,
LC_Type1_2018001_aid1119,aid1119,2018-01-01,1.0,53.0,,,2.0,,,56.0,,,,,23.0
LC_Type1_2018001_aid1120,aid1120,2018-01-01,,50.0,,1.0,22.0,,,31.0,,,,,16.0
LC_Type1_2018001_aid1121,aid1121,2018-01-01,,9.0,,,76.0,,2.0,,,,,,
LC_Type1_2018001_aid1122,aid1122,2018-01-01,2.0,122.0,,,11.0,,1.0,10.0,,,,,4.0
LC_Type1_2018001_aid1123,aid1123,2018-01-01,2.0,332.0,,,46.0,,,22.0,,,,,33.0
LC_Type1_2018001_aid1124,aid1124,2018-01-01,,68.0,,,59.0,,1.0,5.0,,,,,10.0
LC_Type1_2018001_aid1125,aid1125,2018-01-01,,6.0,,,16.0,,,,,,,,
LC_Type1_2018001_aid1126,aid1126,2018-01-01,,20.0,,,50.0,,5.0,,,,,,2.0
LC_Type1_2018001_aid1127,aid1127,2018-01-01,,11.0,,,40.0,,,,,,,,
LC_Type1_2018001_aid1128,aid1128,2018-01-01,,4.0,,,100.0,,6.0,1.0,,,,,2.0
LC_Type1_2018001_aid1129,aid1129,2018-01-01,,14.0,,,38.0,,3.0,1.0,,,,,
LC_Type1_2018001_aid1130,aid1130,2018-01-01,1.0,527.0,,,22.0,2.0,,14.0,,,,,24.0
LC_Type1_2018001_aid1131,aid1131,2018-01-01,,13.0,,,106.0,,1.0,,,,,,
LC_Type1_2018001_aid1132,aid1132,2018-01-01,1.0,38.0,,,30.0,,,8.0,,,,,9.0
LC_Type1_2018001_aid1133,aid1133,2018-01-01,,16.0,,,77.0,,,7.0,,,,,2.0
LC_Type1_2018001_aid1134,aid1134,2018-01-01,,,,,37.0,,,6.0,,,,,2.0
LC_Type1_2018001_aid1135,aid1135,2018-01-01,,88.0,,,105.0,,,2.0,,,,,1.0
LC_Type1_2018001_aid1136,aid1136,2018-01-01,,111.0,,,53.0,,,2.0,,,,,4.0
LC_Type1_2018001_aid1137,aid1137,2018-01-01,,9.0,,,49.0,,,,,,,,
LC_Type1_2018001_aid1138,aid1138,2018-01-01,,20.0,,,15.0,,,3.0,,,,,
LC_Type1_2018001_aid1139,aid1139,2018-01-01,,91.0,,,84.0,,2.0,4.0,,,,,2.0
LC_Type1_2018001_aid1140,aid1140,2018-01-01,,19.0,,,10.0,,,4.0,,,,,2.0
LC_Type1_2018001_aid1141,aid1141,2018-01-01,,35.0,,,26.0,,,,,,,,
LC_Type1_2018001_aid1142,aid1142,2018-01-01,,14.0,,,12.0,,,5.0,,,,,2.0
LC_Type1_2018001_aid1143,aid1143,2018-01-01,,17.0,,,68.0,,,,,,,,
LC_Type1_2018001_aid1144,aid1144,2018-01-01,,35.0,,,51.0,,,,,,,,
LC_Type1_2018001_aid1145,aid1145,2018-01-01,,,,,36.0,,,,,,,,
LC_Type1_2018001_aid1146,aid1146,2018-01-01,,16.0,,,51.0,,,,,,,,
LC_Type1_2018001_aid1147,aid1147,2018-01-01,,13.0,,,34.0,,,,,,,,
LC_Type1_2018001_aid1148,aid1148,2018-01-01,,116.0,,,43.0,,,6.0,,,,,2.0
LC_Type1_2018001_aid1149,aid1149,2018-01-01,,55.0,,,106.0,,,,,,,,
LC_Type1_2018001_aid1150,aid1150,2018-01-01,,32.0,,,53.0,,,9.0,,,,,2.0
LC_Type1_2018001_aid1151,aid1151,2018-01-01,,290.0,,,220.0,,,,,,,,
LC_Type1_2018001_aid1152,aid1152,2018-01-01,,47.0,,,19.0,,1.0,10.0,,,,,7.0
LC_Type1_2018001_aid1153,aid1153,2018-01-01,,96.0,,,31.0,,,,,,,,
LC_Type1_2018001_aid1154,aid1154,2018-01-01,,53.0,,,4.0,,,30.0,,,,,12.0
LC_Type1_2018001_aid1155,aid1155,2018-01-01,,47.0,,,37.0,,,,,,,,
LC_Type1_2018001_aid1156,aid1156,2018-01-01,,89.0,,,71.0,,,,,,,,
LC_Type1_2018001_aid1157,aid1157,2018-01-01,1.0,75.0,,,25.0,,1.0,7.0,,,,,5.0
LC_Type1_2018001_aid1158,aid1158,2018-01-01,,27.0,,,92.0,,,,,,,,
